Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	GRLCL_1D_ETHCD Spectral Count	GRLCL_1D_HCD Spectral Count	GRLCL_2D_ETHCD Spectral Count	GRLCL_1D_ETHCD Intensity	GRLCL_1D_HCD Intensity	GRLCL_2D_ETHCD Intensity	Indistinguishable Proteins
sp|O00311|CDC7_HUMAN	O00311	CDC7_HUMAN	CDC7	574	Homo sapiens	1:Experimental evidence at protein level	Cell division cycle 7-related protein kinase	0.9578	0.9923	1	1	1	1	0	1	0	     0	     0	     0		
sp|P16930|FAAA_HUMAN	P16930	FAAA_HUMAN	FAH	419	Homo sapiens	1:Experimental evidence at protein level	Fumarylacetoacetase	0.9578	0.9923	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q9Y530|OARD1_HUMAN	Q9Y530	OARD1_HUMAN	OARD1	152	Homo sapiens	1:Experimental evidence at protein level	ADP-ribose glycohydrolase OARD1	0.9578	0.9923	1	2	2	2	0	1	1	     0	     0	     0		
sp|Q9C0H2|TTYH3_HUMAN	Q9C0H2	TTYH3_HUMAN	TTYH3	523	Homo sapiens	1:Experimental evidence at protein level	Protein tweety homolog 3	0.9577	0.9922	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q15102|PA1B3_HUMAN	Q15102	PA1B3_HUMAN	PAFAH1B3	231	Homo sapiens	1:Experimental evidence at protein level	Platelet-activating factor acetylhydrolase IB subunit alpha1	0.9576	0.9922	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q8IZC4|RTKN2_HUMAN	Q8IZC4	RTKN2_HUMAN	RTKN2	609	Homo sapiens	1:Experimental evidence at protein level	Rhotekin-2	0.9576	0.9922	1	2	2	2	1	1	0	     0	     0	     0		
sp|Q6TFL4|KLH24_HUMAN	Q6TFL4	KLH24_HUMAN	KLHL24	600	Homo sapiens	1:Experimental evidence at protein level	Kelch-like protein 24	0.9575	0.9922	1	1	1	1	0	0	1	     0	     0	     0		
sp|P49721|PSB2_HUMAN	P49721	PSB2_HUMAN	PSMB2	201	Homo sapiens	1:Experimental evidence at protein level	Proteasome subunit beta type-2	0.9574	0.9922	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q96AJ1|CLUA1_HUMAN	Q96AJ1	CLUA1_HUMAN	CLUAP1	413	Homo sapiens	1:Experimental evidence at protein level	Clusterin-associated protein 1	0.9574	0.9922	1	1	1	1	0	0	1	     0	     0	     0		
sp|O43809|CPSF5_HUMAN	O43809	CPSF5_HUMAN	NUDT21	227	Homo sapiens	1:Experimental evidence at protein level	Cleavage and polyadenylation specificity factor subunit 5	0.9573	0.9922	1	3	3	3	1	2	0	     0	     0	     0		
sp|P51571|SSRD_HUMAN	P51571	SSRD_HUMAN	SSR4	173	Homo sapiens	1:Experimental evidence at protein level	Translocon-associated protein subunit delta	0.9571	0.9921	1	2	2	2	0	2	0	     0	     0	     0		
sp|Q9HAB8|PPCS_HUMAN	Q9HAB8	PPCS_HUMAN	PPCS	311	Homo sapiens	1:Experimental evidence at protein level	Phosphopantothenate--cysteine ligase	0.9571	0.9921	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q9P260|RELCH_HUMAN	Q9P260	RELCH_HUMAN	RELCH	1216	Homo sapiens	1:Experimental evidence at protein level	RAB11-binding protein RELCH	0.9570	0.9921	1	1	1	1	0	1	0	     0	     0	     0		
sp|O00746|NDKD_HUMAN	O00746	NDKD_HUMAN	NME4	187	Homo sapiens	1:Experimental evidence at protein level	Nucleoside diphosphate kinase D, mitochondrial	0.9569	0.9921	1	1	1	1	0	1	0	     0	     0	     0		
sp|B2RTY4|MYO9A_HUMAN	B2RTY4	MYO9A_HUMAN	MYO9A	2548	Homo sapiens	1:Experimental evidence at protein level	Unconventional myosin-IXa	0.9568	0.9921	1	1	1	1	0	1	0	     0	     0	     0		
sp|O75159|SOCS5_HUMAN	O75159	SOCS5_HUMAN	SOCS5	536	Homo sapiens	1:Experimental evidence at protein level	Suppressor of cytokine signaling 5	0.9567	0.9920	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q99675|CGRF1_HUMAN	Q99675	CGRF1_HUMAN	CGRRF1	332	Homo sapiens	1:Experimental evidence at protein level	Cell growth regulator with RING finger domain protein 1	0.9566	0.9920	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q9HAB3|S52A2_HUMAN	Q9HAB3	S52A2_HUMAN	SLC52A2	445	Homo sapiens	1:Experimental evidence at protein level	Solute carrier family 52, riboflavin transporter, member 2	0.9566	0.9920	1	2	2	2	0	1	1	     0	     0	     0		
sp|P11161|EGR2_HUMAN	P11161	EGR2_HUMAN	EGR2	476	Homo sapiens	1:Experimental evidence at protein level	E3 SUMO-protein ligase EGR2	0.9565	0.9920	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q6IN85|P4R3A_HUMAN	Q6IN85	P4R3A_HUMAN	PPP4R3A	833	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 4 regulatory subunit 3A	0.9565	0.9848	2	1	1	2	0	1	0	     0	     0	     0		
sp|P0C875|F228B_HUMAN	P0C875	F228B_HUMAN	FAM228B	324	Homo sapiens	1:Experimental evidence at protein level	Protein FAM228B	0.9564	0.9920	1	1	1	1	0	1	0	     0	     0	     0		
sp|P61006|RAB8A_HUMAN	P61006	RAB8A_HUMAN	RAB8A	207	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-8A	0.9563	0.9920	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q6Q0C0|TRAF7_HUMAN	Q6Q0C0	TRAF7_HUMAN	TRAF7	670	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase TRAF7	0.9563	0.9920	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q9NUQ8|ABCF3_HUMAN	Q9NUQ8	ABCF3_HUMAN	ABCF3	709	Homo sapiens	1:Experimental evidence at protein level	ATP-binding cassette sub-family F member 3	0.9563	0.9920	1	1	1	1	0	0	1	     0	     0	     0		
sp|A2RRH5|WDR27_HUMAN	A2RRH5	WDR27_HUMAN	WDR27	827	Homo sapiens	1:Experimental evidence at protein level	WD repeat-containing protein 27	0.9562	0.9920	1	1	1	1	0	1	0	     0	     0	     0		
sp|O60524|NEMF_HUMAN	O60524	NEMF_HUMAN	NEMF	1076	Homo sapiens	1:Experimental evidence at protein level	Ribosome quality control complex subunit NEMF	0.9562	0.9920	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q96IG2|FXL20_HUMAN	Q96IG2	FXL20_HUMAN	FBXL20	436	Homo sapiens	1:Experimental evidence at protein level	F-box/LRR-repeat protein 20	0.9562	0.9920	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q9BWT6|MND1_HUMAN	Q9BWT6	MND1_HUMAN	MND1	205	Homo sapiens	1:Experimental evidence at protein level	Meiotic nuclear division protein 1 homolog	0.9562	0.9919	1	1	1	1	0	0	1	     0	     0	     0		
sp|O14910|LIN7A_HUMAN	O14910	LIN7A_HUMAN	LIN7A	233	Homo sapiens	1:Experimental evidence at protein level	Protein lin-7 homolog A	0.9560	0.9919	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q96BP3|PPWD1_HUMAN	Q96BP3	PPWD1_HUMAN	PPWD1	646	Homo sapiens	1:Experimental evidence at protein level	Peptidylprolyl isomerase domain and WD repeat-containing protein 1	0.9559	0.9919	1	3	3	3	1	1	1	     0	     0	     0		
sp|Q9P227|RHG23_HUMAN	Q9P227	RHG23_HUMAN	ARHGAP23	1491	Homo sapiens	1:Experimental evidence at protein level	Rho GTPase-activating protein 23	0.9557	0.9919	1	1	1	1	0	0	1	     0	     0	     0		
sp|O94916|NFAT5_HUMAN	O94916	NFAT5_HUMAN	NFAT5	1531	Homo sapiens	1:Experimental evidence at protein level	Nuclear factor of activated T-cells 5	0.9556	0.9918	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q9ULQ1|TPC1_HUMAN	Q9ULQ1	TPC1_HUMAN	TPCN1	816	Homo sapiens	1:Experimental evidence at protein level	Two pore channel protein 1	0.9556	0.9918	1	2	2	2	1	1	0	     0	     0	     0		
sp|Q13148|TADBP_HUMAN	Q13148	TADBP_HUMAN	TARDBP	414	Homo sapiens	1:Experimental evidence at protein level	TAR DNA-binding protein 43	0.9555	0.9918	1	2	2	2	1	1	0	     0	     0	     0		
sp|Q2M3X9|ZN674_HUMAN	Q2M3X9	ZN674_HUMAN	ZNF674	581	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 674	0.9555	0.9918	1	2	0	2	0	0	2	     0	     0	     0	sp|Q5JUW0|KRBD4_HUMAN	
sp|Q9HC21|TPC_HUMAN	Q9HC21	TPC_HUMAN	SLC25A19	320	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial thiamine pyrophosphate carrier	0.9555	0.9918	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q5VW38|GP107_HUMAN	Q5VW38	GP107_HUMAN	GPR107	600	Homo sapiens	1:Experimental evidence at protein level	Protein GPR107	0.9554	0.9918	1	1	1	1	0	0	1	     0	     0	     0		
sp|C9JN71|ZN878_HUMAN	C9JN71	ZN878_HUMAN	ZNF878	531	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 878	0.9553	0.9918	1	3	0	3	1	1	1	     0	     0	     0	sp|P17024|ZNF20_HUMAN, sp|P51523|ZNF84_HUMAN, sp|P52737|ZN136_HUMAN, sp|Q08AG5|ZN844_HUMAN, sp|Q15973|ZN124_HUMAN, sp|Q6ZQV5|ZN788_HUMAN, sp|Q7L945|ZN627_HUMAN, sp|Q9BS34|ZN670_HUMAN	
sp|Q9HAU8|RNPL1_HUMAN	Q9HAU8	RNPL1_HUMAN	RNPEPL1	725	Homo sapiens	1:Experimental evidence at protein level	Aminopeptidase RNPEPL1	0.9551	0.9918	1	3	3	3	1	0	2	     0	     0	     0		
sp|O95861|BPNT1_HUMAN	O95861	BPNT1_HUMAN	BPNT1	308	Homo sapiens	1:Experimental evidence at protein level	3'(2'),5'-bisphosphate nucleotidase 1	0.9550	0.9917	1	2	2	2	0	1	1	     0	     0	     0		
sp|Q14C86|GAPD1_HUMAN	Q14C86	GAPD1_HUMAN	GAPVD1	1478	Homo sapiens	1:Experimental evidence at protein level	GTPase-activating protein and VPS9 domain-containing protein 1	0.9549	0.9917	1	1	1	1	0	1	0	     0	     0	     0		
sp|O95243|MBD4_HUMAN	O95243	MBD4_HUMAN	MBD4	580	Homo sapiens	1:Experimental evidence at protein level	Methyl-CpG-binding domain protein 4	0.9548	0.9917	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q6P1A2|MBOA5_HUMAN	Q6P1A2	MBOA5_HUMAN	LPCAT3	487	Homo sapiens	1:Experimental evidence at protein level	Lysophospholipid acyltransferase 5	0.9545	0.9916	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q9Y5N6|ORC6_HUMAN	Q9Y5N6	ORC6_HUMAN	ORC6	252	Homo sapiens	1:Experimental evidence at protein level	Origin recognition complex subunit 6	0.9544	0.9916	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q16611|BAK_HUMAN	Q16611	BAK_HUMAN	BAK1	211	Homo sapiens	1:Experimental evidence at protein level	Bcl-2 homologous antagonist/killer	0.9543	0.9916	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q96CT7|CC124_HUMAN	Q96CT7	CC124_HUMAN	CCDC124	223	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 124	0.9543	0.9916	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q96PV7|F193B_HUMAN	Q96PV7	F193B_HUMAN	FAM193B	902	Homo sapiens	1:Experimental evidence at protein level	Protein FAM193B	0.9543	0.9916	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q15561|TEAD4_HUMAN	Q15561	TEAD4_HUMAN	TEAD4	434	Homo sapiens	1:Experimental evidence at protein level	Transcriptional enhancer factor TEF-3	0.9541	0.9916	1	1	1	1	0	0	1	     0	     0	     0		
sp|O15021|MAST4_HUMAN	O15021	MAST4_HUMAN	MAST4	2623	Homo sapiens	1:Experimental evidence at protein level	Microtubule-associated serine/threonine-protein kinase 4	0.9540	0.9915	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q5VWJ9|SNX30_HUMAN	Q5VWJ9	SNX30_HUMAN	SNX30	437	Homo sapiens	1:Experimental evidence at protein level	Sorting nexin-30	0.9540	0.9915	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q99747|SNAG_HUMAN	Q99747	SNAG_HUMAN	NAPG	312	Homo sapiens	1:Experimental evidence at protein level	Gamma-soluble NSF attachment protein	0.9539	0.9915	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q9NXN4|GDAP2_HUMAN	Q9NXN4	GDAP2_HUMAN	GDAP2	497	Homo sapiens	1:Experimental evidence at protein level	Ganglioside-induced differentiation-associated protein 2	0.9539	0.9915	1	3	3	3	1	1	1	     0	     0	     0		
sp|Q9BYM8|HOIL1_HUMAN	Q9BYM8	HOIL1_HUMAN	RBCK1	510	Homo sapiens	1:Experimental evidence at protein level	RanBP-type and C3HC4-type zinc finger-containing protein 1	0.9538	0.9915	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q9NR56|MBNL1_HUMAN	Q9NR56	MBNL1_HUMAN	MBNL1	388	Homo sapiens	1:Experimental evidence at protein level	Muscleblind-like protein 1	0.9538	0.9915	1	3	3	3	1	1	1	     0	     0	     0		
sp|Q659C4|LAR1B_HUMAN	Q659C4	LAR1B_HUMAN	LARP1B	914	Homo sapiens	1:Experimental evidence at protein level	La-related protein 1B	0.9537	0.9915	1	1	1	1	0	0	1	     0	     0	     0		
sp|P22695|QCR2_HUMAN	P22695	QCR2_HUMAN	UQCRC2	453	Homo sapiens	1:Experimental evidence at protein level	Cytochrome b-c1 complex subunit 2, mitochondrial	0.9536	0.9915	1	2	2	2	0	0	2	     0	     0	     0		
sp|Q9H1J7|WNT5B_HUMAN	Q9H1J7	WNT5B_HUMAN	WNT5B	359	Homo sapiens	1:Experimental evidence at protein level	Protein Wnt-5b	0.9536	0.9915	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q9H422|HIPK3_HUMAN	Q9H422	HIPK3_HUMAN	HIPK3	1215	Homo sapiens	1:Experimental evidence at protein level	Homeodomain-interacting protein kinase 3	0.9535	0.9914	1	1	1	1	0	0	1	     0	     0	     0		
sp|A0A3B3IS91|PLGRF_HUMAN	A0A3B3IS91	PLGRF_HUMAN	POLGARF	260	Homo sapiens	1:Experimental evidence at protein level	POLG alternative reading frame	0.9533	0.9914	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q96AQ6|PBIP1_HUMAN	Q96AQ6	PBIP1_HUMAN	PBXIP1	731	Homo sapiens	1:Experimental evidence at protein level	Pre-B-cell leukemia transcription factor-interacting protein 1	0.9533	0.9914	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q9UK59|DBR1_HUMAN	Q9UK59	DBR1_HUMAN	DBR1	544	Homo sapiens	1:Experimental evidence at protein level	Lariat debranching enzyme	0.9531	0.9914	1	1	1	1	0	1	0	     0	     0	     0		
sp|P48553|TPC10_HUMAN	P48553	TPC10_HUMAN	TRAPPC10	1259	Homo sapiens	1:Experimental evidence at protein level	Trafficking protein particle complex subunit 10	0.9530	0.9913	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q9UJJ7|RUSD1_HUMAN	Q9UJJ7	RUSD1_HUMAN	RPUSD1	312	Homo sapiens	1:Experimental evidence at protein level	Pseudouridylate synthase RPUSD1	0.9530	0.9913	1	1	1	1	0	0	1	     0	     0	     0		
sp|A6NKF1|SAC31_HUMAN	A6NKF1	SAC31_HUMAN	SAC3D1	404	Homo sapiens	1:Experimental evidence at protein level	SAC3 domain-containing protein 1	0.9529	0.9913	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q4KMP7|TB10B_HUMAN	Q4KMP7	TB10B_HUMAN	TBC1D10B	808	Homo sapiens	1:Experimental evidence at protein level	TBC1 domain family member 10B	0.9529	0.9913	1	1	1	1	0	0	1	     0	     0	     0		
sp|A8MWD9|RUXGL_HUMAN	A8MWD9	RUXGL_HUMAN	SNRPGP15	76	Homo sapiens	5:Protein uncertain	Putative small nuclear ribonucleoprotein G-like protein 15	0.9528	0.9913	1	1	0	1	0	0	1	     0	     0	     0	sp|P62308|RUXG_HUMAN	
sp|Q13206|DDX10_HUMAN	Q13206	DDX10_HUMAN	DDX10	875	Homo sapiens	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX10	0.9525	0.9912	1	1	1	1	0	1	0	     0	     0	     0		
sp|P11216|PYGB_HUMAN	P11216	PYGB_HUMAN	PYGB	843	Homo sapiens	1:Experimental evidence at protein level	Glycogen phosphorylase, brain form	0.9519	0.9911	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q13242|SRSF9_HUMAN	Q13242	SRSF9_HUMAN	SRSF9	221	Homo sapiens	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 9	0.9519	0.9911	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q9NRP7|STK36_HUMAN	Q9NRP7	STK36_HUMAN	STK36	1315	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase 36	0.9519	0.9911	1	1	1	1	0	1	0	     0	     0	     0		
sp|P11177|ODPB_HUMAN	P11177	ODPB_HUMAN	PDHB	359	Homo sapiens	1:Experimental evidence at protein level	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	0.9518	0.9911	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q9H061|T126A_HUMAN	Q9H061	T126A_HUMAN	TMEM126A	195	Homo sapiens	1:Experimental evidence at protein level	Transmembrane protein 126A	0.9517	0.9911	1	1	1	1	0	1	0	     0	     0	     0		
sp|P28290|ITPI2_HUMAN	P28290	ITPI2_HUMAN	ITPRID2	1259	Homo sapiens	1:Experimental evidence at protein level	Protein ITPRID2	0.9516	0.9911	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q6P0Q8|MAST2_HUMAN	Q6P0Q8	MAST2_HUMAN	MAST2	1798	Homo sapiens	1:Experimental evidence at protein level	Microtubule-associated serine/threonine-protein kinase 2	0.9515	0.9911	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q9BUL5|PHF23_HUMAN	Q9BUL5	PHF23_HUMAN	PHF23	403	Homo sapiens	1:Experimental evidence at protein level	PHD finger protein 23	0.9514	0.9910	1	2	2	2	0	1	1	     0	     0	     0		
sp|P25686|DNJB2_HUMAN	P25686	DNJB2_HUMAN	DNAJB2	324	Homo sapiens	1:Experimental evidence at protein level	DnaJ homolog subfamily B member 2	0.9513	0.9910	1	3	3	3	0	2	1	     0	     0	     0		
sp|Q9BWL3|LTAP1_HUMAN	Q9BWL3	LTAP1_HUMAN	LTAP1	253	Homo sapiens	1:Experimental evidence at protein level	Lipid transport auxiliary protein 1	0.9513	0.9910	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q9GZY8|MFF_HUMAN	Q9GZY8	MFF_HUMAN	MFF	342	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial fission factor	0.9512	0.9910	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q99952|PTN18_HUMAN	Q99952	PTN18_HUMAN	PTPN18	460	Homo sapiens	1:Experimental evidence at protein level	Tyrosine-protein phosphatase non-receptor type 18	0.9511	0.9910	1	2	2	2	1	1	0	     0	     0	     0		
sp|C9J7I0|UMAD1_HUMAN	C9J7I0	UMAD1_HUMAN	UMAD1	137	Homo sapiens	1:Experimental evidence at protein level	UBAP1-MVB12-associated (UMA)-domain containing protein 1	0.9510	0.9910	1	3	3	3	1	1	1	     0	     0	     0		
sp|P43304|GPDM_HUMAN	P43304	GPDM_HUMAN	GPD2	727	Homo sapiens	1:Experimental evidence at protein level	Glycerol-3-phosphate dehydrogenase, mitochondrial	0.9509	0.9909	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q6PJ21|SPSB3_HUMAN	Q6PJ21	SPSB3_HUMAN	SPSB3	355	Homo sapiens	1:Experimental evidence at protein level	SPRY domain-containing SOCS box protein 3	0.9509	0.9909	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q8IZA0|K319L_HUMAN	Q8IZA0	K319L_HUMAN	KIAA0319L	1049	Homo sapiens	1:Experimental evidence at protein level	Dyslexia-associated protein KIAA0319-like protein	0.9509	0.9909	1	3	3	3	1	1	1	     0	     0	     0		
sp|Q8NHX9|TPC2_HUMAN	Q8NHX9	TPC2_HUMAN	TPCN2	752	Homo sapiens	1:Experimental evidence at protein level	Two pore channel protein 2	0.9508	0.9909	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q9UHW9|S12A6_HUMAN	Q9UHW9	S12A6_HUMAN	SLC12A6	1150	Homo sapiens	1:Experimental evidence at protein level	Solute carrier family 12 member 6	0.9507	0.9909	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q86VX2|COMD7_HUMAN	Q86VX2	COMD7_HUMAN	COMMD7	200	Homo sapiens	1:Experimental evidence at protein level	COMM domain-containing protein 7	0.9506	0.9909	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q8N442|GUF1_HUMAN	Q8N442	GUF1_HUMAN	GUF1	669	Homo sapiens	1:Experimental evidence at protein level	Translation factor GUF1, mitochondrial	0.9506	0.9909	1	3	3	3	1	1	1	     0	     0	     0		
sp|Q330K2|NDUF6_HUMAN	Q330K2	NDUF6_HUMAN	NDUFAF6	333	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6	0.9505	0.9909	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q99733|NP1L4_HUMAN	Q99733	NP1L4_HUMAN	NAP1L4	375	Homo sapiens	1:Experimental evidence at protein level	Nucleosome assembly protein 1-like 4	0.9505	0.9909	1	1	1	1	1	0	0	     0	     0	     0		
sp|P15291|B4GT1_HUMAN	P15291	B4GT1_HUMAN	B4GALT1	398	Homo sapiens	1:Experimental evidence at protein level	Beta-1,4-galactosyltransferase 1	0.9504	0.9909	1	3	3	3	1	1	1	     0	     0	     0		
sp|P40937|RFC5_HUMAN	P40937	RFC5_HUMAN	RFC5	340	Homo sapiens	1:Experimental evidence at protein level	Replication factor C subunit 5	0.9504	0.9825	2	1	1	2	0	1	0	     0	     0	     0		
sp|P57740|NU107_HUMAN	P57740	NU107_HUMAN	NUP107	925	Homo sapiens	1:Experimental evidence at protein level	Nuclear pore complex protein Nup107	0.9503	0.9908	1	1	1	1	0	1	0	     0	     0	     0		
sp|P62699|YPEL5_HUMAN	P62699	YPEL5_HUMAN	YPEL5	121	Homo sapiens	1:Experimental evidence at protein level	Protein yippee-like 5	0.9503	0.9908	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q9NQR1|KMT5A_HUMAN	Q9NQR1	KMT5A_HUMAN	KMT5A	393	Homo sapiens	1:Experimental evidence at protein level	N-lysine methyltransferase KMT5A	0.9503	0.9908	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q14865|ARI5B_HUMAN	Q14865	ARI5B_HUMAN	ARID5B	1188	Homo sapiens	1:Experimental evidence at protein level	AT-rich interactive domain-containing protein 5B	0.9502	0.9908	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q16612|NREP_HUMAN	Q16612	NREP_HUMAN	NREP	68	Homo sapiens	1:Experimental evidence at protein level	Neuronal regeneration-related protein	0.9498	0.9907	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q9H8Y5|ANKZ1_HUMAN	Q9H8Y5	ANKZ1_HUMAN	ANKZF1	726	Homo sapiens	1:Experimental evidence at protein level	tRNA endonuclease ANKZF1	0.9498	0.9907	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q13610|PWP1_HUMAN	Q13610	PWP1_HUMAN	PWP1	501	Homo sapiens	1:Experimental evidence at protein level	Periodic tryptophan protein 1 homolog	0.9497	0.9907	1	1	1	1	0	1	0	     0	     0	     0		
sp|O75251|NDUS7_HUMAN	O75251	NDUS7_HUMAN	NDUFS7	213	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	0.9496	0.9907	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q9H6R7|WDCP_HUMAN	Q9H6R7	WDCP_HUMAN	WDCP	721	Homo sapiens	1:Experimental evidence at protein level	WD repeat and coiled-coil-containing protein	0.9495	0.9907	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q8IW35|CEP97_HUMAN	Q8IW35	CEP97_HUMAN	CEP97	865	Homo sapiens	1:Experimental evidence at protein level	Centrosomal protein of 97 kDa	0.9493	0.9906	1	1	1	1	1	0	0	     0	     0	     0		
sp|Q53FV1|ORML2_HUMAN	Q53FV1	ORML2_HUMAN	ORMDL2	153	Homo sapiens	1:Experimental evidence at protein level	ORM1-like protein 2	0.9492	0.9821	2	2	2	3	1	1	0	     0	     0	     0		
sp|Q12872|SFSWA_HUMAN	Q12872	SFSWA_HUMAN	SFSWAP	951	Homo sapiens	1:Experimental evidence at protein level	Splicing factor, suppressor of white-apricot homolog	0.9491	0.9906	1	3	3	3	0	1	2	     0	     0	     0		
sp|Q96A54|PAQR1_HUMAN	Q96A54	PAQR1_HUMAN	ADIPOR1	375	Homo sapiens	1:Experimental evidence at protein level	Adiponectin receptor protein 1	0.9490	0.9906	1	1	1	1	0	1	0	     0	     0	     0		
sp|P04085|PDGFA_HUMAN	P04085	PDGFA_HUMAN	PDGFA	211	Homo sapiens	1:Experimental evidence at protein level	Platelet-derived growth factor subunit A	0.9489	0.9905	1	1	1	1	0	1	0	     0	     0	     0		
sp|Q9H0C5|BTBD1_HUMAN	Q9H0C5	BTBD1_HUMAN	BTBD1	482	Homo sapiens	1:Experimental evidence at protein level	BTB/POZ domain-containing protein 1	0.9489	0.9905	1	1	1	1	0	0	1	     0	     0	     0		
sp|Q9H6Y7|RN167_HUMAN	Q9H6Y7	RN167_HUMAN	RNF167	350	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RNF167	0.9487	0.9905	1	2	2	2	1	0	1	     0	     0	     0		
sp|Q6P2C8|MED27_HUMAN	Q6P2C8	MED27_HUMAN	MED27	311	Homo sapiens	1:Experimental evidence at protein level	Mediator of RNA polymerase II transcription subunit 27	0.9486	0.9905	1	4	4	4	2	1	1	     0	     0	     0		
sp|Q8TDN4|CABL1_HUMAN	Q8TDN4	CABL1_HUMAN	CABLES1	633	Homo sapiens	1:Experimental evidence at protein level	CDK5 and ABL1 enzyme substrate 1	0.9483	0.9904	1	1	1	1	0	1	0	     0	     0	     0		
sp|P16520|GBB3_HUMAN	P16520	GBB3_HUMAN	GNB3	340	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3	0.9482	0.9904	1	3	0	3	1	1	1	     0	     0	     0	sp|P62873|GBB1_HUMAN, sp|P62879|GBB2_HUMAN	
sp|Q9P2R7|SUCB1_HUMAN	Q9P2R7	SUCB1_HUMAN	SUCLA2	463	Homo sapiens	1:Experimental evidence at protein level	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	0.9481	0.9904	1	2	2	2	1	1	0	     0	     0	     0		
sp|A2VDJ0|T131L_HUMAN	A2VDJ0	T131L_HUMAN	TMEM131L	1609	Homo sapiens	1:Experimental evidence at protein level	Transmembrane protein 131-like	0.9480	0.9904	1	1	1	1	0	1	0	     0	     0	     0		
